MeetDate,G ID,Grp,State,Club,Venue,Current Race Name,Dist,Prize$$,Age,Sex,Unnamed: 11,Registered Race Name
16-Mar-19,149,4,WA,WATC,ASCT,J.C. ROBERTS STAKES,1800,100000,3-Y-O,C&G,SWP,J.C. ROBERTS STKS
16-Mar-19,667,4,WA,WATC,ASCT,NATASHA STAKES,2200,100000,3-Y-O,F,SWP,NATASHA STKS
22-Mar-19,736,4,NSW,ARC,ALB,ALBURY CUP,2000,170000,O,O,Qlty,ALBURY CUP
22-Mar-19,544,1,VIC,MVRC,M V,WILLIAM REID STAKES,1200,500000,O,O,WFA,WILLIAM REID STAKES
22-Mar-19,232,2,VIC,MVRC,M V,SUNLINE STAKES,1600,200000,3YO&Up,F&M,WFA,DIAMOND JUBILEE STAKES
22-Mar-19,263,4,VIC,MVRC,M V,ALEXANDRA STAKES,1600,120000,3-Y-O,F,SWP,ALEXANDRA STAKES
22-Mar-19,291,4,VIC,MVRC,M V,ST. ALBANS STAKES,1000,120000,2-Y-O,O,SW,ST. ALBANS STAKES
23-Mar-19,7,1,NSW,ATC,RHIL,GOLDEN SLIPPER STAKES,1200,3500000,2-Y-O,O,SW,GOLDEN SLIPPER STAKES
23-Mar-19,277,1,NSW,ATC,RHIL,GEORGE RYDER STAKES,1500,1000000,3YO&Up,O,WFA,GEORGE RYDER STAKES
23-Mar-19,272,1,NSW,ATC,RHIL,THE GALAXY,1100,700000,O,O,Hcp,THE GALAXY
23-Mar-19,423,1,NSW,ATC,RHIL,RANVET STAKES,2000,700000,3YO&Up,O,WFA,RAWSON STAKES
23-Mar-19,15,1,NSW,ATC,RHIL,ROSEHILL GUINEAS,2000,600000,3-Y-O,O,SW,ROSEHILL GUINEAS
23-Mar-19,143,3,NSW,ATC,RHIL,BIRTHDAY CARD STAKES,1200,160000,3YO&Up,F&M,Qlty,BIRTHDAY CARD STKS
23-Mar-19,344,3,NSW,ATC,RHIL,N E MANION QUALITY CUP,2400,160000,3YO&Up,O,Qlty,N E MANION CUP
23-Mar-19,660,3,NSW,ATC,RHIL,EPONA STAKES,1900,160000,3YO&Up,F&M,SWP,EPONA STAKES
23-Mar-19,224,4,NSW,ATC,RHIL,DARBY MUNRO STAKES,1200,140000,3-Y-O,O,SWP,DARBY MUNRO STKS
23-Mar-19,370,4,VIC,MORN RC,MORN,MORNINGTON CUP,2400,300000,O,O,Hcp,MORNINGTON CUP
23-Mar-19,111,4,VIC,MORN RC,MORN,HAREEBA STAKES,1200,120000,O,O,Hcp,HAREEBA STAKES
23-Mar-19,280,3,WA,WATC,ASCT,GIMCRACK STKS,1100,150000,2-Y-O,F,SWP,WATC GIMCRACK STKS
23-Mar-19,456,4,WA,WATC,ASCT,PERTH STKS,1100,150000,2-Y-O,C&G,SWP,PERTH STKS
23-Mar-19,566,4,WA,WATC,ASCT,GRANDSTAND CUP,1500,100000,3YO&Up,O,Qlty,GRANDSTAND CUP
24-Mar-19,967,4,WA,BUNBURY RC,BUNB,SOUTH WEST AUTUMN CUP,2200,100000,O,O,Qlty,SOUTH WEST AUTUMN CUP
30-Mar-19,3,1,NSW,ATC,RHIL,H E TANCRED STAKES,2400,1500000,3YO&Up,O,WFA,H E TANCRED STAKES
30-Mar-19,484,1,NSW,ATC,RHIL,VINERY STUD STAKES,2000,500000,3-Y-O,F,SW,STORM QUEEN STAKES
30-Mar-19,174,2,NSW,ATC,RHIL,TULLOCH STAKES,2000,175000,3-Y-O,C&G,SW,TULLOCH STAKES
30-Mar-19,248,2,NSW,ATC,RHIL,EMANCIPATION STAKES,1500,175000,3YO&Up,F&M,SWP,EMANCIPATION STAKES
30-Mar-19,126,3,NSW,ATC,RHIL,T L BAILLIEU HANDICAP,1400,160000,2-Y-O,O,Qlty,T L BAILLIEU HCP
30-Mar-19,439,3,NSW,ATC,RHIL,DONCASTER PRELUDE,1500,160000,3YO&Up,O,Qlty,ROYAL PARMA STAKES
30-Mar-19,481,3,NSW,ATC,RHIL,STAR KINGDOM STAKES,1200,160000,3YO&Up,O,Qlty,STAR KINGDOM STKS
30-Mar-19,572,3,NSW,ATC,RHIL,NEVILLE SELLWOOD STAKES,2000,160000,4YO&Up,O,SWP,NEVILLE SELLWOOD STAKES
30-Mar-19,250,4,SA,SAJC,MORP,MANIHI CLASSIC,1100,100000,O,O,Qlty,MANIHI CLASSIC
30-Mar-19,327,4,SA,SAJC,MORP,LAELIA STAKES,1600,100000,3-Y-O,F,SWP,LAELIA STAKES
30-Mar-19,778,4,VIC,BJC,BEND,BENDIGO GUINEAS,1400,150000,3-Y-O,O,SWP,BENDIGO GUINEAS
30-Mar-19,779,4,VIC,BJC,BEND,GOLDEN MILE,1600,150000,O,O,Hcp,GOLDEN MILE
30-Mar-19,529,3,WA,WATC,ASCT,W.A. OAKS,2400,250000,3-Y-O,F,SW,WA OAKS
30-Mar-19,352,4,WA,WATC,ASCT,MELVISTA STAKES,2200,100000,3-Y-O,C&G,SWP,MELVISTA STKS
06-Apr-19,13,1,NSW,ATC,RAND,DONCASTER HANDICAP,1600,3000000,3YO&Up,O,Hcp,DONCASTER HANDICAP
06-Apr-19,646,1,NSW,ATC,RAND,T J SMITH STAKES,1200,2500000,O,O,WFA,T J SMITH STAKES
06-Apr-19,5,1,NSW,ATC,RAND,ATC AUSTRALIAN DERBY,2400,2000000,3-Y-O,O,SW,ATC AUSTRALIAN DERBY
06-Apr-19,10,1,NSW,ATC,RAND,ATC SIRES PRODUCE STAKES,1400,1000000,2-Y-O,O,SW,ATC SIRES PRODUCE STAKES
06-Apr-19,182,2,NSW,ATC,RAND,CHAIRMAN'S HANDICAP,2600,300000,3YO&Up,O,Qlty,AJC CHAIRMANS HANDICAP
06-Apr-19,101,3,NSW,ATC,RAND,ADRIAN KNOX QLTY STAKES,2000,200000,3-Y-O,F,Qlty,ADRIAN KNOX STAKES
06-Apr-19,107,3,NSW,ATC,RAND,P J BELL STAKES,1200,200000,3-Y-O,F,SWP,P J BELL STAKES
06-Apr-19,167,3,NSW,ATC,RAND,CARBINE CLUB STAKES,1600,200000,3-Y-O,O,SWP,AJC CARBINE CLUB STAKES
06-Apr-19,571,3,NSW,ATC,RAND,KINDERGARTEN STAKES,1100,200000,2-Y-O,O,SW,KINDERGARTEN STAKES
06-Apr-19,538,4,QLD,TOO TC,TWBA,WEETWOOD HANDICAP,1200,150000,O,O,Qlty,WEETWOOD HANDICAP
06-Apr-19,729,4,VIC,MRC,CAUL,GALILEE SERIES FINAL,2400,150000,3-Y-O,O,SWP,GALILEE SERIES FINAL
06-Apr-19,320,2,WA,WATC,ASCT,KARRAKATTA PLATE,1200,500000,2-Y-O,O,SW,KARRAKATTA PLATE
06-Apr-19,554,4,WA,WATC,ASCT,OLD COMRADE STAKES,1600,100000,2YO&Up,O,Qlty,YORK HCP
07-Apr-19,402,4,WA,PINJARRA RC,PINJ,PINJARRA CUP,2300,120000,3YO&Up,O,Qlty,PINJARRA CUP
13-Apr-19,412,1,NSW,ATC,RAND,QUEEN ELIZABETH STAKES,2000,4000000,3YO&Up,O,WFA,AJC QUEEN ELIZABETH STAKES
13-Apr-19,8,1,NSW,ATC,RAND,SYDNEY CUP,3200,2000000,3YO&Up,O,Hcp,SYDNEY CUP
13-Apr-19,20,1,NSW,ATC,RAND,ATC OAKS,2400,1000000,3-Y-O,F,SW,ATC AUSTRALIAN OAKS
13-Apr-19,415,1,NSW,ATC,RAND,QUEEN OF THE TURF STAKES,1600,1000000,3YO&Up,F&M,WFA,QUEEN OF THE TURF STAKES
13-Apr-19,321,2,NSW,ATC,RAND,PERCY SYKES STAKES,1200,1000000,2-Y-O,F,SWP,KEITH MACKAY HANDICAP
13-Apr-19,441,2,NSW,ATC,RAND,ARROWFIELD 3YO SPRINT,1200,1000000,3-Y-O,O,SW,ROYAL SOVEREIGN STAKES
13-Apr-19,650,2,NSW,ATC,RAND,SAPPHIRE STAKES,1200,300000,3YO&Up,F&M,SWP,SAPPHIRE STAKES
13-Apr-19,259,4,NSW,ATC,RAND,FERNHILL HANDICAP,1600,150000,2-Y-O,O,Qlty,FERNHILL HANDICAP
13-Apr-19,659,4,NSW,ATC,RAND,SOUTH PACIFIC CLASSIC,1400,150000,3-Y-O,O,Qlty,SOUTH PACIFIC CLASSIC
13-Apr-19,119,3,SA,SAJC,MORP,SCHWEPPERVESCENCE STAKES,1800,120000,3-Y-O,F,SWP,AURARIA STAKES
13-Apr-19,314,3,SA,SAJC,MORP,R N IRWIN STAKES,1100,120000,O,O,WFA,R N IRWIN STAKES
13-Apr-19,230,4,SA,SAJC,MORP,DEQUETTEVILLE STAKES,1050,100000,2-Y-O,F,SW,DEQUETTEVILLE STAKES
13-Apr-19,404,4,SA,SAJC,MORP,PORT ADELAIDE GUINEAS,1800,100000,3-Y-O,O,SW,PORT ADELAIDE GUINEAS
13-Apr-19,631,4,SA,SAJC,MORP,REDELVA STAKES,1100,100000,3-Y-O,O,SWP,REDELVA STAKES
13-Apr-19,697,4,VIC,MRC,CAUL,ANNIVERSARY VASE,1400,120000,O,O,Hcp,ANNIVERSARY VASE
13-Apr-19,938,4,VIC,MRC,CAUL,BEL ESPRIT STAKESÂ,1200,120000,O,O,Hcp,BEL ESPRIT STAKES
13-Apr-19,45,2,WA,WATC,ASCT,W.A.T.C. DERBY,2400,400000,3-Y-O,O,SW,W.A.T.C. DERBY
13-Apr-19,420,4,WA,WATC,ASCT,RACONTEUR STAKES,1500,100000,3-Y-O,O,SWP,RACONTEUR STKS
20-Apr-19,467,3,WA,WATC,ASCT,W.A. SIRES' PRODUCE STAKES,1400,200000,2-Y-O,O,SW,WATC SIRES PRODUCE
20-Apr-19,702,4,WA,WATC,ASCT,SHEILA GWYNNE STAKES,1400,100000,3YO&Up,F&M,SWP,MATCHMAKER CLASSIC
20-Apr-19,104,1,NSW,ATC,RAND,ALL AGED STAKES,1400,600000,O,O,WFA,ALL AGED STAKES
20-Apr-19,24,1,NSW,ATC,RAND,CHAMPAGNE STAKES,1600,500000,2-Y-O,O,SW,CHAMPAGNE STAKES
20-Apr-19,173,3,NSW,ATC,RAND,JAMES H B CARR STAKES,1400,160000,3-Y-O,F,SWP,J H B CARR STAKES
20-Apr-19,266,3,NSW,ATC,RAND,FRANK PACKER PLATE,2000,160000,3-Y-O,O,SW,FRANK PACKER PLATE
20-Apr-19,295,3,NSW,ATC,RAND,HALL MARK STAKES,1200,160000,3YO&Up,O,SWP,HALL MARK STAKES
20-Apr-19,643,3,NSW,ATC,RAND,JAPAN RACING ASSOC PLATE,2000,160000,3YO&Up,O,Qlty,JAPAN RACING ASSCTIAN PLT
20-Apr-19,115,4,QLD,BRC,E FM,ASCOT HANDICAP,1200,100000,3YO&Up,O,Qlty,ASCOT HANDICAP
20-Apr-19,238,4,QLD,BRC,E FM,TAILS QUALITY,2200,100000,3YO&Up,O,Qlty,TAILS QUALITY
20-Apr-19,711,4,QLD,BRC,E FM,PRINCESS STAKES,1600,100000,3-Y-O,F,SW,PRINCESS STAKES
20-Apr-19,746,4,QLD,BRC,E FM,MICK DITTMAN PLATE,1200,100000,3-Y-O,O,Qlty,MICK DITTMAN PLATE
20-Apr-19,470,4,SA,OAKBANK RC,OAKB,OAKBANK STAKES,1100,100000,O,O,Qty,HILLS RAILWAY STAKES
20-Apr-19,240,3,VIC,MRC,CAUL,EASTER CUP,2000,150000,O,O,Hcp,VATC EASTER CUP
20-Apr-19,526,3,VIC,MRC,CAUL,VICTORIA HANDICAP,1400,150000,O,O,Hcp,VICTORIA HANDICAP
25-Apr-19,22,4,VIC,VRC,FLEM,VRC ST LEGER,2800,200000,3-Y-O,O,SW,VRC ST LEGER
25-Apr-19,471,4,VIC,VRC,FLEM,ANZAC DAY STAKES,1400,120000,2-Y-O,O,Hcp,ANZAC DAY HANDICAP
27-Apr-19,297,3,NSW,HAWKESBURY RC,HAWK,HAWKESBURY GOLD CUP,1600,200000,3YO&Up,O,Hcp,HAWKESBURY GOLD CUP
27-Apr-19,655,3,NSW,HAWKESBURY RC,HAWK,HAWKESBURY GUINEAS,1400,200000,3-Y-O,O,SWP,HAWKESBURY GUINEAS
27-Apr-19,717,3,NSW,HAWKESBURY RC,HAWK,DARLEY CROWN,1300,160000,O,F&M,SWP,HAWKESBURY CROWN
27-Apr-19,970,4,NSW,HAWKESBURY RC,HAWK,HAWKESBURY GOLD RUSH,1100,140000,O,O,Qlty,HAWKESBURY GOLD RUSH
27-Apr-19,463,2,QLD,BRC,E FM,VICTORY STAKES,1200,200000,3YO&Up,O,WFA,VICTORY STAKES
27-Apr-19,575,3,QLD,BRC,E FM,GUNSYND CLASSIC,1600,125000,3-Y-O,O,SW,GUNSYND CLASSIC
27-Apr-19,719,4,QLD,BRC,E FM,DALRELLO STAKES,1200,100000,2-Y-O,O,SW,DALRELLO STAKES
27-Apr-19,184,3,SA,SAJC,MORP,CHAIRMAN'S STAKES,2000,120000,3-Y-O,O,SW,SAJC CHAIRMAN'S STAKES
27-Apr-19,540,3,SA,SAJC,MORP,BREEDERS' STAKES,1200,120000,2-Y-O,O,SW,BREEDERS STAKES
27-Apr-19,383,4,SA,SAJC,MORPP,H C NITSCHKE STAKES,1400,100000,3-Y-O,O,SWP,H C NITSCHKE STAKES
27-Apr-19,430,4,SA,SAJC,MORPP,CITY OF ADELAIDE HANDICAP,1400,100000,O,O,Qlty,CITY OF ADELAIDE HCP
27-Apr-19,714,4,VIC,MRC,CAUL,REDOUTES CHOICE STAKES,1200,120000,2-Y-O,O,Hcp,REDOUTES CHOICE STAKES
01-May-19,723,4,VIC,WRC,WARN,WANGOOM HCP,1200,150000,O,O,Hcp,WANGOOM HCP
02-May-19,715,4,VIC,WRC,WARN,WARRNAMBOOL CUP,2350,200000,O,O,Hcp,WARRNAMBOOL CUP
03-May-19,530,4,NSW,MURRUMBIDGEE TC,WAGG,WAGGA WAGGA GOLD CUP,2000,150000,O,O,Hcp,WAGGA WAGGA GOLD CUP
04-May-19,392,4,NSW,ATC,RHIL,LORD MAYOR'S CUP,2000,140000,3YO&Up,O,Qlty,LORD MAYOR'S CUP
04-May-19,589,2,QLD,GOLD COAST TC,GCST,A D HOLLINDALE STAKES,1800,358000,3YO&Up,O,WFA,A D HOLLINDALE STAKES
04-May-19,436,3,QLD,GOLD COAST TC,GCST,KEN RUSSELL MEMORIAL CL,1350,125000,O,O,WFA,KEN RUSSELL MEMORIAL CL
04-May-19,687,3,QLD,GOLD COAST TC,GCST,GOLD COAST GUINEAS,1200,125000,3-Y-O,O,SW,GOLD COAST GUINEAS
04-May-19,616,4,QLD,GOLD COAST TC,GCST,SILK STOCKING,1400,150000,O,F&M,Qlty,SILK STOCKING
04-May-19,688,4,QLD,GOLD COAST TC,GCST,THE BRACELET,1200,125000,3-Y-O,F,SW,THE BRACELET
04-May-19,615,4,QLD,GOLD COAST TC,GCST,PRIME MINISTER'S CUP,1600,100000,O,O,Qlty,PRIME MINISTER'S CUP
04-May-19,495,1,SA,SAJC,MORP,UBET CLASSIC,1200,1000000,O,F&M,WFA,ROBERT SANGSTER STAKES
04-May-19,121,1,SA,SAJC,MORP,SCHWEPPES OAKS,2000,500000,3-Y-O,F,SW,AUSTRALASIAN OAKS
04-May-19,292,2,SA,SAJC,MORP,EUCLASE STAKES,1200,250000,3-Y-O,O,SW,EUCLASE CLASSIC
04-May-19,414,2,SA,SAJC,MORP,QUEEN OF THE SOUTH STAKES,1600,175000,3YO&Up,F&M,SWP,QUEEN OF THE SOUTH STAKES
04-May-19,350,3,SA,SAJC,MORP,DC MCKAY STAKES,1100,120000,O,O,Qlty,D C MCKAY STAKES
04-May-19,411,4,SA,SAJC,MORP,QUEEN ADELAIDE STAKES,1050,100000,2-Y-O,O,SW,QUEEN ADELAIDE STAKES
05-May-19,748,3,WA,NORTHAM RC,NTHM,NORTHAM STAKES,1100,150000,3YO&Up,O,SWP,NORTHAM STAKES
10-May-19,676,4,NSW,SCONE RC,SCNE,SCONE CUP,1600,200000,O,O,Qlty,SCONE CUP
11-May-19,652,3,NSW,SCONE RC,SCNE,DARK JEWEL CLASSIC,1400,200000,O,F&M,Qlty,DARK JEWEL CLASSIC
11-May-19,738,4,NSW,SCONE RC,SCNE,ORTENSIA STAKES,1100,140000,O,O,Qlty,ORTENSIA STAKES
11-May-19,764,4,NSW,SCONE RC,SCNE,LUSKIN STAR STAKES,1300,140000,O,O,Qlty,LUSKIN STAR STAKES
11-May-19,765,4,NSW,SCONE RC,SCNE,WOODLANDS STAKES,1100,140000,2-Y-O,F,Qlty,WOODLANDS STAKES
11-May-19,766,4,NSW,SCONE RC,SCNE,DENISE'S JOY STAKES,1100,140000,3-Y-O,F,Qlty,DENISE'S JOY STAKES
11-May-19,946,RL,NSW,SCONE RC,SCNE,INGLIS GUINEAS,1400,250000,3-Y-O,O,SW,INGLIS GUINEAS
11-May-19,38,1,QLD,BRC,DOOM,"DOOMBEN 10,000",1200,700000,O,O,WFA,"DOOMBEN 10,000"
11-May-19,206,2,QLD,BRC,DOOM,CHAMPAGNE CLASSIC,1200,175000,2-Y-O,O,SW,CHAMPAGNE CLASSIC
11-May-19,183,3,QLD,BRC,DOOM,CHAIRMAN'S HANDICAP,2000,125000,3YO&Up,O,Qlty,CHAIRMAN'S HANDICAP
11-May-19,624,3,QLD,BRC,DOOM,ROUGH HABIT PLATE,1200,125000,3YO&Up,F&M,Qlty,ROUGH HABIT PLATE
11-May-19,622,4,QLD,BRC,DOOM,MEMBERS' HANDICAP,1600,100000,O,O,Qlty,MEMBERS' HANDICAP
11-May-19,707,4,QLD,BRC,DOOM,QUEENSLAND DAY STAKES,1200,100000,3-Y-O,O,SW,QUEENSLAND DAY STAKES
11-May-19,26,1,SA,SAJC,MORP,SA DERBY,2500,600000,3-Y-O,O,SW,SA DERBY
11-May-19,466,3,SA,SAJC,MORPP,SIRES PRODUCE STAKES,1400,175000,2-Y-O,O,SW,SAJC SIRES' PRODUCE STAKES
11-May-19,100,4,SA,SAJC,MORP,ADELAIDE GUINEAS,1600,150000,3-Y-O,O,SW,ADELAIDE GUINEAS
18-May-19,27,1,SA,SAJC,MORP,THE GOODWOOD,1200,1000000,O,O,SWP,SAJC GOODWOOD
18-May-19,200,3,SA,SAJC,MORP,R A LEE STAKES,1600,250000,O,O,SWP,R A LEE STAKES
18-May-19,379,3,SA,SAJC,MORP,NATIONAL STAKES,1200,200000,2-Y-O,O,SWP,NATIONAL STAKES
18-May-19,443,3,SA,SAJC,MORP,SA FILLIES CLASSIC,2500,175000,3-Y-O,F,SW,SA FILLIES CLASSIC
18-May-19,703,3,SA,SAJC,MORP,PROUD MISS STAKES,1200,175000,3YO&Up,F&M,SWP,PROUD MISS STAKES
18-May-19,30,4,SA,SAJC,MORP,PORT ADELAIDE CUP,2500,150000,O,O,Qlty,PORT ADELAIDE CUP
18-May-19,632,4,SA,SAJC,MORP,CENTAUREA STAKES,2000,125000,O,F&M,SWP,CENTAUREA STAKES
18-May-19,237,4,VIC,VRC,FLEM,ANDREW RAMSDEN STAKES,3200,200000,O,O,Hcp,ANDREW RAMSDEN STAKES
18-May-19,485,4,VIC,VRC,FLEM,THE STRAIGHT SIX,1200,120000,O,O,Hcp,THE STRAIGHT SIX
18-May-19,432,3,WA,WATC,ASCT,ROMA CUP,1200,150000,2YO&Up,O,WFA,ROMA CUP
18-May-19,39,1,QLD,BRC,DOOM,DOOMBEN CUP,2000,650000,3YO&Up,O,WFA,DOOMBEN CUP
18-May-19,657,2,QLD,BRC,DOOM,THE ROSES,2000,175000,3-Y-O,F,SW,THE ROSES
18-May-19,132,3,QLD,BRC,DOOM,BRC SPRINT,1350,125000,O,O,Qlty,BRC SPRINT
18-May-19,339,4,QLD,BRC,DOOM,BILL CARTER STAKES,1200,100000,2-Y-O,F,SW,BILL CARTER STAKES
18-May-19,683,4,QLD,BRC,DOOM,BRIGHT SHADOW QUALITY,1200,100000,3YO&Up,F&M,Qlty,BRIGHT SHADOW QUALITY
18-May-19,684,4,QLD,BRC,DOOM,CHIEF DE BEERS QUALITY,1110,100000,O,O,Qlty,CHIEF DE BEERS QUALITY
25-May-19,351,4,NSW,ATC,RAND,W J MCKELL CUP,2400,140000,3YO&Up,O,Qlty,W J MCKELL CUP
25-May-19,514,1,QLD,BRC,E FM,KINGSFORD-SMITH CUP,1300,700000,O,O,Qlty,BTC CUP
25-May-19,37,2,QLD,BRC,E FM,BRC SIRES' PRODUCE,1400,250000,2-Y-O,O,SW,BRC SIRES' PRODUCE
25-May-19,212,3,QLD,BRC,E FM,FRED BEST CLASSIC,1400,150000,3-Y-O,O,SW,FRED BEST CLASSIC
25-May-19,435,3,QLD,BRC,E FM,GLENLOGAN PARK STAKES,1300,150000,O,F&M,SWP,GLENLOGAN PARK STAKES
25-May-19,288,3,QLD,BRC,E FM,GRAND PRIX STAKES,2200,150000,3-Y-O,O,SW,GRAND PRIX STAKES
25-May-19,171,3,QLD,BRC,E FM,LORD MAYOR'S CUP,1600,125000,O,O,Qlty,LORD MAYOR'S CUP
25-May-19,408,3,QLD,BRC,E FM,PREMIER'S CUP,2200,125000,O,O,Qlty,PREMIER'S CUP
01-Jun-19,35,1,QLD,BRC,E FM,QUEENSLAND OAKS,2400,500000,O,O,Qlty,QUEENSLAND OAKS
01-Jun-19,385,2,QLD,BRC,E FM,P J O'SHEA STAKES,2200,200000,O,O,WFA,P J O'SHEA STAKES
01-Jun-19,110,2,QLD,BRC,E FM,MORETON CUP,1300,175000,O,O,Qlty,MORETON CUP
01-Jun-19,419,4,QLD,BRC,E FM,THE PHOENIX,1600,100000,2-Y-O,O,SW,THE PHOENIX
01-Jun-19,483,4,QLD,BRC,E FM,LIGHTNING HANDICAP,1000,100000,O,O,Qlty,LIGHTNING HANDICAP
01-Jun-19,578,4,QLD,BRC,E FM,SPEAR CHIEF HANDICAP,1500,100000,O,O,Hcp,SPEAR CHIEF HANDICAP
01-Jun-19,602,4,QLD,BRC,E FM,OXLADE STAKES,1200,100000,2-Y-O,O,SW,OXLADE STAKES
01-Jun-19,685,4,QLD,BRC,E FM,HELEN COUGHLIN STAKES,1200,100000,3YO&Up,F&M,Qlty,HELEN COUGHLIN STAKES
01-Jun-19,140,3,WA,WATC,BLMT,BELMONT SPRINT,1400,150000,2YO&Up,O,WFA,BELMONT SPRINT
08-Jun-19,318,4,NSW,ATC,RAND,JUNE STAKES,1100,150000,O,O,Qlty,JUNE STAKES
08-Jun-19,34,1,QLD,BRC,E FM,STRADBROKE HANDICAP,1400,1500000,O,O,Qlty,STRADBROKE HANDICAP
08-Jun-19,33,1,QLD,BRC,E FM,QUEENSLAND DERBY,2400,600000,3-Y-O,O,SW,QUEENSLAND DERBY
08-Jun-19,177,1,QLD,BRC,E FM,J.J. ATKINS,1600,600000,2-Y-O,O,SW,J.J. ATKINS
08-Jun-19,32,2,QLD,BRC,E FM,QUEENSLAND GUINEAS,1600,350000,3-Y-O,O,SW,QUEENSLAND GUINEAS
08-Jun-19,36,2,QLD,BRC,E FM,BRISBANE CUP,2400,300000,3YO&Up,O,QLTY,BRISBANE CUP
08-Jun-19,669,2,QLD,BRC,E FM,DANE RIPPER STAKES,1400,200000,O,F&M,SWP,DANE RIPPER STAKES
08-Jun-19,689,4,QLD,BRC,E FM,DAYBREAK LOVER,1200,125000,3-Y-O,O,SWP,DAYBREAK LOVER
08-Jun-19,246,4,QLD,BRC,E FM,HINKLER HANDICAP,1200,100000,3YO&Up,O,Qlty,HINKLER HANDICAP
08-Jun-19,410,4,QLD,BRC,E FM,THE WAYNE WILSON,1600,100000,3YO&Up,O,SWP,THE WAYNE WILSON
08-Jun-19,577,4,WA,WATC,BLMT,BEAUFINE STAKES,1000,100000,2YO&Up,O,Qlty,BEAUFINE STKS
15-Jun-19,255,4,QLD,IPSWICH TC,IPSW,EYE LINER STAKES,1350,175000,O,O,Qlty,EYE LINER STAKES
15-Jun-19,313,4,QLD,IPSWICH TC,IPSW,IPSWICH CUP,2150,175000,O,O,Qlty,IPSWICH CUP
15-Jun-19,690,4,QLD,IPSWICH TC,IPSW,GAI WATERHOUSE CLASSIC,1350,100000,O,F&M,Qlty,GAI WATERHOUSE CLASSIC
15-Jun-19,312,3,WA,WATC,BLMT,HYPERION STAKES,1600,150000,3YO&Up,O,WFA,HYPERION STKS
22-Jun-19,601,1,QLD,TATTS RC QLD,E FM,TATTERSALL'S TIARA,1400,500000,O,F&M,WFA,TATTERSALL'S TIARA
22-Jun-19,176,3,QLD,TATTS RC QLD,E FM,TATTERSALL'S CUP,2200,200000,O,O,Qlty,TATTERSALL'S CUP
22-Jun-19,299,3,QLD,TATTS RC QLD,E FM,W J HEALY STAKES,1200,175000,O,O,Qlty,W J HEALY STAKES
22-Jun-19,658,4,QLD,TATTS RC QLD,E FM,MERCEDES - BENZ STAKES,1400,100000,2-Y-O,O,SW,MERCEDES -Â BENZ STAKES
22-Jun-19,691,4,QLD,TATTS RC QLD,E FM,TATTERSALL'S RACING CLUB OPEN,1600,100000,O,O,Qlty,TATTERSALL'S RACING CLUB OPEN
22-Jun-19,136,4,WA,WATC,BLMT,BELMONT GUINEAS,1600,100000,3-Y-O,O,SW,BELMONT GUINEAS
22-Jun-19,151,4,WA,WATC,BLMT,H.G. BOLTON SPRINT,1200,100000,2YO&Up,O,Qlty,H.G. BOLTON SPRINT
29-Jun-19,204,4,NSW,ATC,RHIL,CIVIC STAKES,1350,150000,3YO&Up,O,Qlty,CIVIC STAKES
29-Jun-19,546,4,NSW,ATC,RHIL,WINTER CUP,2400,140000,3YO&Up,O,Qlty,STC WINTER CUP
29-Jun-19,708,3,QLD,SUN COAST TC,SCTC,SUNSHINE COAST GUINEAS,1600,125000,3-Y-O,O,SW,SUNSHINE COAST GUINEAS
29-Jun-19,600,4,QLD,SUN COAST TC,SCTC,CALOUNDRA CITY CUP,2400,175000,O,O,Qlty,CALOUNDRA CITY CUP
29-Jun-19,625,4,QLD,SUN COAST TC,SCTC,GLASSHOUSE HANDICAP,1300,175000,O,O,Qlty,GLASSHOUSE HANDICAP
29-Jun-19,486,3,WA,WATC,BLMT,STRICKLAND STAKES,2000,150000,3YO&Up,O,WFA,STRICKLAND STKS
06-Jul-19,429,4,VIC,VRC,FLEM,VRC WINTER CHAMPIONSHIP,1600,150000,3YO&Up,O,Hcp,VRC WINTER CHAMPIONSHIP
06-Jul-19,744,4,VIC,VRC,FLEM,ALL VICTORIAN SPRINT FINAL,1200,150000,3YO&Up,O,Hcp,ALL VICTORIAN SPRINT FINAL
06-Jul-19,274,4,VIC,VRC,FLEM,A.R. CRESWICK STAKES,1200,120000,3-Y-O,O,SWP,A.R. CRESWICK STAKES
06-Jul-19,278,4,VIC,VRC,FLEM,TAJ ROSSI SERIES FINAL,1600,120000,2-Y-O,O,Hcp,GIBSON CARMICHAEL STAKES
06-Jul-19,113,4,WA,WATC,BLMT,AQUANITA STAKES,2000,100000,3-Y-O,C&G,SW,AQUANITA STKS
06-Jul-19,138,4,WA,WATC,BLMT,BELMONT OAKS,2000,100000,3-Y-O,F,SW,BELMONT OAKS
10-Jul-19,422,4,NSW,CLARENCE RIV JC,GRAF,RAMORNIE HANDICAP,1200,140000,O,O,Qlty,RAMORNIE HANDICAP
11-Jul-19,287,4,NSW,CLARENCE RIV JC,GRAF,GRAFTON CUP,2350,150000,O,O,Qlty,GRAFTON CUP
13-Jul-19,548,4,NSW,ATC,RHIL,WINTER STAKES,1400,140000,3YO&Up,O,Qlty,WINTER HANDICAP
13-Jul-19,418,4,QLD,SUN COAST TC,SCTC,QUEENSLAND CUP,3200,150000,O,O,Qlty,QUEENSLAND CUP
13-Jul-19,367,3,VIC,MRC,CAUL,SIR JOHN MONASH STAKES,1100,150000,O,O,WFA,SIR JOHN MONASH STAKES
